"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2025-08-04","09:32:00",6283.52,"1 Aug 4 6275 P BTO 10.30 | 1 Aug 4 6290 C BTO 10.00 | 1 Aug 4 6260 P STO 6.35 | 1 Aug 4 6305 C STO 4.40",-965,6329.94,"2025-08-04","16:00:00",-1500,"Expired",527.88,54.70259067357512,1,543694.6,965,"h 15:32Mark RIC d40/40 w15",7.12,0,0.53,0.621,18.57,17.61,33.7,11.81,55.44,0
"2025-08-01","12:00:00",6259.48,"1 Aug 6 6150 P STO 14.90 | 1 Aug 6 6345 C STO 10.30 | 1 Aug 8 6150 P BTO 23.45 | 1 Aug 8 6345 C BTO 18.50",-1678,6345.06,"2025-08-06","16:00:00",-2574,"Expired",893.4,53.2419547079857,1,547963.2,1678,"Doppio Calendar VIX O/N - VEN -18.00",2.6,0,0.601,0.012,19.57,16.66,-52.11,-27.8,53.4,-19.55
"2025-08-01","11:00:00",6238.66,"1 Aug 1 6235 P STO 14.95 | 1 Aug 1 6260 C STO 8.00 | 1 Aug 1 6210 P BTO 6.30 | 1 Aug 1 6280 C BTO 3.45",1310,6238.01,"2025-08-01","16:00:00",0,"Expired",1302.88,99.45648854961833,1,543166.72,1190,"h 17:00 17:30 IC -LUN-MAR-VEN",7.12,0,2.354,2,20.39,20.65,-52.11,-48.62,100,-20.23
"2025-07-31","09:32:00",6405.25,"1 Jul 31 6395 P BTO 9.50 | 1 Jul 31 6415 C BTO 8.80 | 1 Jul 31 6380 P STO 5.60 | 1 Jul 31 6430 C STO 3.80",-900,6339.39,"2025-07-31","16:00:00",-1500,"Expired",592.88,65.87555555555555,1,541863.84,900,"h 15:32Mark RIC d40/40 w15",7.12,0,0.514,0.708,15.28,16.67,64.12,-21.77,66.67,-31.67
"2025-07-30","10:22:00",6383.39,"1 Jul 30 6385 C BTO 11.65 | 1 Jul 30 6455 C BTO 0.30 | 2 Jul 30 6420 C STO 1.60",-885,6367.21,"2025-07-30","14:51:00",-205,"Stop Loss",-690.24,-77.99322033898305,1,542218.68,885,"ORB 70/35 3% Monday-Friday No SL",7.12,3.12,0.268,0.113,15.81,16.39,10.37,2.16,55.93,-75.71
"2025-07-30","09:32:00",6376.28,"1 Jul 30 6365 P BTO 10.20 | 1 Jul 30 6385 C BTO 9.90 | 1 Jul 30 6350 P STO 6.20 | 1 Jul 30 6400 C STO 4.70",-930,6362.9,"2025-07-30","16:00:00",-210,"Expired",-727.12,-78.18494623655914,1,541270.96,930,"h 15:32Mark RIC d40/40 w15",7.12,0,0.542,0.044,15.9,16.06,10.37,-4.95,54.3,-77.42
"2025-07-29","13:45:00",6372.84,"1 Jul 29 6365 P STO 2.80 | 1 Jul 29 6380 C STO 2.45 | 1 Jul 29 6355 P BTO 1.25 | 1 Jul 29 6390 C BTO 0.65",325,6370.86,"2025-07-29","16:00:00",0,"Expired",317.88,97.80923076923077,1,541947.04,675,"IC Iron Condor 1:45 entry Vix 14 and SMA",7.12,0,2.763,1,15.42,15.96,15.85,-32.78,100,0
"2025-07-29","09:32:00",6403.52,"1 Jul 29 6400 P BTO 7.10 | 1 Jul 29 6410 C BTO 5.25 | 1 Jul 29 6385 P STO 2.90 | 1 Jul 29 6425 C STO 1.40",-815,6370.86,"2025-07-29","16:00:00",-1500,"Expired",677.88,83.17546012269939,1,542624.92,815,"h 15:32Mark RIC d40/40 w15",7.12,0,0.348,0.481,14.81,15.96,15.85,-2.1,84.05,-14.72
"2025-07-28","14:30:00",6380.08,"1 Jul 30 6325 P STO 6.20 | 1 Jul 30 6420 C STO 7.40 | 1 Aug 1 6325 P BTO 18.50 | 1 Aug 1 6420 C BTO 22.10",-2701,6384.23,"2025-07-30","14:45:00",-2989,"Exited at Specified Time",284,10.51462421325435,1,542908.92,2701,"CALENDAR 2/4 21:05 - LUN",4,0,0.335,0.023,15.34,15.93,9.05,-17.61,14.77,-18.36
"2025-07-28","11:19:00",6389.73,"1 Jul 28 6390 P STO 7.60 | 1 Jul 28 6400 C STO 2.95 | 1 Jul 28 6365 P BTO 1.55 | 1 Jul 28 6420 C BTO 0.40",850,6389.77,"2025-07-28","16:00:00",23,"Expired",819.88,96.4564705882353,1,541261.28,1650,"h 17:00 17:30 IC -LUN-MAR-VEN",7.12,0,5.41,11.5,15.29,15.07,9.05,-7.96,97.29,-44.71
"2025-07-28","09:32:00",6397.11,"1 Jul 28 6375 P STO 2.95 | 1 Jul 28 6415 C STO 2.45 | 1 Jul 28 6355 P BTO 1.10 | 1 Jul 28 6435 C BTO 0.45",375,6389.77,"2025-07-28","16:00:00",0,"Expired",367.88,98.10133333333333,1,541629.16,1625,"h 15:32 IC Mark d20 w20 V.2 Sma5 Gap Up",7.12,0,3.484,1,15.29,15.07,9.05,-0.58,100,-1.33
"2025-07-25","14:15:00",6394.1,"2 Jul 25 6390 P STO 2.35 | 2 Jul 25 6385 P BTO 1.30",95,6388.64,"2025-07-25","16:00:00",136,"Expired",-88.6,-46.63157894736842,2,539149.16,810,"h 19:15 & 20:15 Bull Put w5 - Sma5 abv - Move up 0.3%- Lun No",6.6,0,1.808,20,15.17,14.95,6.66,24.09,52.63,-100
"2025-07-25","13:45:00",6392.36,"1 Jul 25 6390 P STO 3.10 | 1 Jul 25 6400 C STO 1.30 | 1 Jul 25 6380 P BTO 1.15 | 1 Jul 25 6410 C BTO 0.35",280,6388.64,"2025-07-25","16:00:00",136,"Expired",136.88,48.88571428571428,1,540146.32,720,"IC Iron Condor 1:45 entry Vix 14 and SMA",7.12,0,2.933,10.5,15.19,14.95,6.66,22.35,78.57,-10.71
"2025-07-25","13:15:00",6390.46,"2 Jul 25 6385 P STO 3.15 | 2 Jul 25 6380 P BTO 2.00",105,6388.64,"2025-07-25","16:00:00",0,"Expired",203.4,96.85714285714286,2,539352.56,790,"h 19:15 & 20:15 Bull Put w5 - Sma5 abv - Move up 0.3%- Lun No",6.6,0,1.575,1,15.07,14.95,6.66,20.45,100,-33.33
"2025-07-25","12:00:00",6379.67,"1 Jul 30 6315 P STO 9.30 | 1 Jul 30 6435 C STO 6.70 | 1 Aug 1 6315 P BTO 19.90 | 1 Aug 1 6435 C BTO 18.40",-2233,6362.9,"2025-07-30","16:00:00",-2015,"Expired",-220.6,-9.879086430810569,1,541998.08,2233,"Doppio Calendar VIX O/N - VEN -18.00",2.6,0,0.418,0.005,15.02,16.06,6.66,9.66,29.42,-10.88
"2025-07-25","10:35:00",6376.28,"1 Jul 25 6375 C BTO 7.60 | 1 Jul 25 6445 C BTO 0.10 | 2 Jul 25 6410 C STO 0.40",-700,6388.64,"2025-07-25","16:00:00",-1364,"Expired",656.88,93.84,1,540009.44,700,"ORB 70/35 3% Monday-Friday No SL",7.12,0,0.104,0.007,15.12,14.95,6.66,6.27,192.14,0
"2025-07-25","10:05:00",6370.14,"4 Jul 25 6290 P BTO 0.50",-100,6388.64,"2025-07-25","16:00:00",0,"Expired",-206.8,-103.4,2,539939.52,200,"h 16:05//Put Lottery ticket- sma200 abv - Vix max 20- VIX max move up 1% - Move up - 1$ - MULTI - V2",6.8,0,0,0,15.25,14.95,6.66,0.13,10,-100
"2025-07-25","09:32:00",6370.95,"1 Jul 25 6365 P BTO 7.00 | 1 Jul 25 6375 C BTO 7.10 | 1 Jul 25 6350 P STO 3.35 | 1 Jul 25 6390 C STO 2.30",-855,6388.64,"2025-07-25","16:00:00",-1364,"Expired",501.88,58.69941520467836,1,540441.4,855,"h 15:32Mark RIC d40/40 w15",7.12,0,0.401,0.014,15.28,14.95,6.66,0.94,69.01,-15.79
"2025-07-24","13:45:00",6373.27,"1 Jul 24 6370 P STO 3.15 | 1 Jul 24 6380 C STO 1.85 | 1 Jul 24 6360 P BTO 1.20 | 1 Jul 24 6390 C BTO 0.45",325,6363.35,"2025-07-24","16:00:00",665,"Expired",-347.12,-106.80615384615383,1,540231.68,675,"IC Iron Condor 1:45 entry Vix 14 and SMA",7.12,0,3.03,62,15.17,15.51,9.69,4.67,66.15,-104.62
"2025-07-24","10:50:00",6374.68,"1 Jul 24 6375 C BTO 7.45 | 1 Jul 24 6445 C BTO 0.10 | 2 Jul 24 6410 C STO 0.35",-695,6369.31,"2025-07-24","14:46:00",-165,"Stop Loss",-540.24,-77.73237410071943,1,540578.8,695,"ORB 70/35 3% Monday-Friday No SL",7.12,3.12,0.093,0.093,14.97,15.18,9.69,6.08,28.78,-74.82
"2025-07-24","10:05:00",6370.6,"4 Jul 24 6295 P BTO 0.55",-110,6363.35,"2025-07-24","16:00:00",0,"Expired",-226.8,-103.0909090909091,2,540004.88,220,"h 16:05//Put Lottery ticket- sma200 abv - Vix max 20- VIX max move up 1% - Move up - 1$ - MULTI - V2",6.8,0,0,0,15.08,15.51,9.69,2,27.27,-100
"2025-07-24","09:32:00",6364.04,"1 Jul 24 6355 P BTO 6.40 | 1 Jul 24 6370 C BTO 6.25 | 1 Jul 24 6340 P STO 3.15 | 1 Jul 24 6385 C STO 2.00",-760,6363.35,"2025-07-24","16:00:00",0,"Expired",-767.12,-100.93684210526317,1,539237.76,760,"h 15:32Mark RIC d40/40 w15",7.12,0,0.407,1,15.12,15.51,9.69,-4.56,28.29,-100
"2025-07-23","14:15:00",6353.27,"2 Jul 23 6345 P STO 1.75 | 2 Jul 23 6340 P BTO 1.05",60,6358.91,"2025-07-23","16:00:00",0,"Expired",113.4,94.5,2,539622.76,880,"h 19:15 & 20:15 Bull Put w5 - Sma5 abv - Move up 0.3%- Lun No",6.6,0,1.667,1,15.35,15.39,17.28,26.37,100,-25
"2025-07-23","13:45:00",6347.75,"1 Jul 23 6345 P STO 3.45 | 1 Jul 23 6355 C STO 1.70 | 1 Jul 23 6335 P BTO 1.25 | 1 Jul 23 6365 C BTO 0.45",335,6358.91,"2025-07-23","16:00:00",391,"Expired",-63.12,-18.84179104477612,1,538175.48,665,"IC Iron Condor 1:45 entry Vix 14 and SMA",7.12,0,3.029,26,15.36,15.39,17.28,20.85,73.13,-40.3
"2025-07-23","11:55:00",6338.34,"1 Jul 23 6340 C BTO 5.85 | 1 Jul 23 6410 C BTO 0.05 | 2 Jul 23 6375 C STO 0.25",-550,6358.91,"2025-07-23","16:00:00",-1891,"Expired",1333.88,242.52363636363637,1,539509.36,550,"ORB 70/35 3% Monday-Friday No SL",7.12,0,0.085,0.005,15.73,15.39,17.28,11.44,243.82,-40
"2025-07-23","09:32:00",6330.24,"1 Jul 23 6325 P BTO 7.40 | 1 Jul 23 6335 C BTO 7.05 | 1 Jul 23 6310 P STO 3.55 | 1 Jul 23 6350 C STO 2.20",-880,6358.91,"2025-07-23","16:00:00",-1500,"Expired",612.88,69.64545454545454,1,541119.04,880,"h 15:32Mark RIC d40/40 w15",7.12,0,0.398,0.326,16.14,15.39,17.28,3.34,70.45,-35.23
"2025-07-22","13:45:00",6306.29,"1 Jul 22 6300 P STO 2.45 | 1 Jul 22 6315 C STO 1.55 | 1 Jul 22 6290 P BTO 0.90 | 1 Jul 22 6325 C BTO 0.40",260,6309.62,"2025-07-22","16:00:00",0,"Expired",252.88,97.26153846153845,1,536663.84,740,"IC Iron Condor 1:45 entry Vix 14 and SMA",7.12,0,3.077,1,16.61,16.57,1,-0.31,100,-44.23
"2025-07-22","11:00:00",6299.41,"1 Jul 22 6295 P STO 6.25 | 1 Jul 22 6310 C STO 3.55 | 1 Jul 22 6270 P BTO 1.55 | 1 Jul 22 6330 C BTO 0.60",755,6309.62,"2025-07-22","16:00:00",0,"Expired",747.88,99.0569536423841,1,537411.72,1745,"h 17:00 17:30 IC -LUN-MAR-VEN",7.12,0,4.558,7.5,16.85,16.57,1,-7.19,100,-7.95
"2025-07-22","09:32:00",6303.35,"1 Jul 22 6280 P STO 2.95 | 1 Jul 22 6325 C STO 2.35 | 1 Jul 22 6260 P BTO 1.25 | 1 Jul 22 6345 C BTO 0.35",360,6309.62,"2025-07-22","16:00:00",0,"Expired",352.88,98.02222222222223,1,537764.6,1640,"h 15:32 IC Mark d20 w20 V.2 Sma5 Gap Up",7.12,0,3.312,1,16.85,16.57,1,-3.25,100,-66.67
"2025-07-21","14:30:00",6332.44,"1 Jul 23 6285 P STO 5.50 | 1 Jul 23 6360 C STO 6.70 | 1 Jul 25 6285 P BTO 12.80 | 1 Jul 25 6360 C BTO 17.10",-1771,6354.53,"2025-07-23","14:45:00",-2249,"Exited at Specified Time",474,26.764539808018068,1,538238.6,1771,"CALENDAR 2/4 21:05 - LUN",4,0,0.408,0.055,16.39,15.4,7.95,27.7,29.31,-9.37
"2025-07-21","09:32:00",6310.75,"1 Jul 21 6290 P STO 2.80 | 1 Jul 21 6330 C STO 1.95 | 1 Jul 21 6270 P BTO 1.05 | 1 Jul 21 6350 C BTO 0.30",330,6305.6,"2025-07-21","16:00:00",0,"Expired",322.88,97.84242424242424,1,536410.96,1670,"h 15:32 IC Mark d20 w20 V.2 Sma5 Gap Up",7.12,0,3.519,1,16.82,16.72,7.95,6.01,100,-151.52
"2025-07-18","13:45:00",6292.79,"1 Jul 18 6285 P STO 2.60 | 1 Jul 18 6300 C STO 2.10 | 1 Jul 18 6275 P BTO 1.20 | 1 Jul 18 6310 C BTO 0.55",285,6296.79,"2025-07-18","16:00:00",0,"Expired",277.88,97.50175438596492,1,536104.2,715,"IC Iron Condor 1:45 entry Vix 14 and SMA",7.12,0,2.686,1,16.56,16.44,15.59,-20.16,100,-8.77
"2025-07-18","12:00:00",6301.41,"1 Jul 23 6240 P STO 8.90 | 1 Jul 23 6355 C STO 6.40 | 1 Jul 25 6240 P BTO 15.60 | 1 Jul 25 6355 C BTO 14.80",-1513,6358.91,"2025-07-23","16:00:00",-2399,"Expired",883.4,58.38730998017184,1,540506.16,1513,"Doppio Calendar VIX O/N - VEN -18.00",2.6,0,0.503,0.093,16.32,15.39,15.59,-11.54,58.56,-14.41
"2025-07-18","09:32:00",6313.94,"1 Jul 18 6305 P BTO 7.75 | 1 Jul 18 6320 C BTO 6.65 | 1 Jul 18 6290 P STO 3.95 | 1 Jul 18 6335 C STO 2.25",-830,6296.79,"2025-07-18","16:00:00",-821,"Expired",-16.12,-1.9421686746987954,1,536088.08,830,"h 15:32Mark RIC d40/40 w15",7.12,0,0.431,0.012,16.39,16.44,15.59,0.99,45.18,-24.1
"2025-07-17","14:15:00",6292.85,"2 Jul 17 6285 P STO 1.40 | 2 Jul 17 6280 P BTO 0.80",50,6297.36,"2025-07-17","16:00:00",0,"Expired",93.4,93.4,2,534992.96,900,"h 19:15 & 20:15 Bull Put w5 - Sma5 abv - Move up 0.3%- Lun No",6.6,0,1.75,1,16.72,16.63,-0.3,29.45,100,-10
"2025-07-17","13:45:00",6294.68,"1 Jul 17 6290 P STO 2.85 | 1 Jul 17 6300 C STO 1.80 | 1 Jul 17 6280 P BTO 1.05 | 1 Jul 17 6310 C BTO 0.35",315,6297.36,"2025-07-17","16:00:00",0,"Expired",307.88,97.73968253968253,1,535300.84,685,"IC Iron Condor 1:45 entry Vix 14 and SMA",7.12,0,3.321,1,16.66,16.63,-0.3,31.28,100,-61.9
"2025-07-17","13:15:00",6289.74,"2 Jul 17 6285 P STO 3.35 | 2 Jul 17 6280 P BTO 2.15",110,6297.36,"2025-07-17","16:00:00",0,"Expired",213.4,97,2,535514.24,780,"h 19:15 & 20:15 Bull Put w5 - Sma5 abv - Move up 0.3%- Lun No",6.6,0,1.558,1,16.72,16.63,-0.3,26.34,100,-22.73
"2025-07-17","11:06:00",6284.74,"1 Jul 17 6285 C BTO 7.60 | 1 Jul 17 6355 C BTO 0.10 | 2 Jul 17 6320 C STO 0.35",-710,6297.36,"2025-07-17","16:00:00",-1236,"Expired",518.88,73.08169014084507,1,536033.12,710,"ORB 70/35 3% Monday-Friday No SL",7.12,0,0.091,0.007,16.82,16.63,-0.3,21.34,168.31,-12.68
"2025-07-17","10:05:00",6282.7,"4 Jul 17 6210 P BTO 0.50",-100,6297.36,"2025-07-17","16:00:00",0,"Expired",-206.8,-103.4,2,535826.32,200,"h 16:05//Put Lottery ticket- sma200 abv - Vix max 20- VIX max move up 1% - Move up - 1$ - MULTI - V2",6.8,0,0,0,16.91,16.63,-0.3,19.3,40,-100
"2025-07-16","09:32:00",6256.03,"1 Jul 16 6250 P BTO 8.80 | 1 Jul 16 6265 C BTO 6.65 | 1 Jul 16 6235 P STO 4.55 | 1 Jul 16 6280 C STO 2.50",-850,6263.7,"2025-07-16","16:00:00",0,"Expired",-857.12,-100.83764705882352,1,534899.56,850,"h 15:32Mark RIC d40/40 w15",7.12,0,0.456,1,16.7,17.09,10.74,1.53,54.12,-100
"2025-07-15","09:32:00",6298.28,"1 Jul 15 6290 P BTO 7.05 | 1 Jul 15 6305 C BTO 6.90 | 1 Jul 15 6275 P STO 3.40 | 1 Jul 15 6320 C STO 2.35",-830,6243.76,"2025-07-15","16:00:00",-1500,"Expired",662.88,79.86506024096386,1,535752.28,830,"h 15:32Mark RIC d40/40 w15",7.12,0,0.412,0.728,16.62,17.3,26.73,2.99,80.72,-0.6
"2025-07-14","14:30:00",6271.25,"1 Jul 16 6210 P STO 6.55 | 1 Jul 16 6310 C STO 7.65 | 1 Jul 18 6210 P BTO 13.70 | 1 Jul 18 6310 C BTO 17.10",-1661,6224.08,"2025-07-16","11:20:00",-2160,"Profit Target",495,29.80132450331126,1,536247.28,1661,"CALENDAR 2/4 21:05 - LUN",4,0,0.461,0.263,17.01,18.3,-4.6,16.1,34.26,-7.89
"2025-07-11","13:45:00",6260.41,"1 Jul 11 6255 P STO 3.85 | 1 Jul 11 6270 C STO 2.25 | 1 Jul 11 6245 P BTO 1.80 | 1 Jul 11 6280 C BTO 0.60",360,6259.75,"2025-07-11","16:00:00",0,"Expired",352.88,98.02222222222223,1,535089.4,640,"IC Iron Condor 1:45 entry Vix 14 and SMA",7.12,0,2.542,1,16.27,16.31,-24.78,4.73,100,-5.56
"2025-07-11","12:00:00",6259.07,"1 Jul 16 6185 P STO 10.00 | 1 Jul 16 6325 C STO 7.40 | 1 Jul 18 6185 P BTO 16.10 | 1 Jul 18 6325 C BTO 14.15",-1288,6263.7,"2025-07-16","16:00:00",-800,"Expired",-490.6,-38.090062111801245,1,535756.68,1288,"Doppio Calendar VIX O/N - VEN -18.00",2.6,0,0.575,0.012,16.45,17.09,-24.78,3.39,70.42,-37.89
"2025-07-11","10:15:00",6257.4,"1 Jul 11 6260 C BTO 9.05 | 1 Jul 11 6330 C BTO 0.15 | 2 Jul 11 6295 C STO 0.75",-780,6260.15,"2025-07-11","15:52:00",-215,"Stop Loss",-575.24,-73.74871794871794,1,534736.52,780,"ORB 70/35 3% Monday-Friday No SL",7.12,3.12,0.163,0.038,16.54,16.26,-24.78,1.72,42.31,-71.15
"2025-07-10","14:15:00",6287.69,"2 Jul 10 6280 P STO 1.65 | 2 Jul 10 6275 P BTO 0.95",60,6280.46,"2025-07-10","16:00:00",0,"Expired",113.4,94.5,2,534436.12,880,"h 19:15 & 20:15 Bull Put w5 - Sma5 abv - Move up 0.3%- Lun No",6.6,0,1.737,13,15.82,15.73,3.54,20.89,100,-441.67
"2025-07-10","13:45:00",6285.39,"1 Jul 10 6280 P STO 2.65 | 1 Jul 10 6290 C STO 2.35 | 1 Jul 10 6270 P BTO 0.95 | 1 Jul 10 6300 C BTO 0.60",335,6280.46,"2025-07-10","16:00:00",0,"Expired",327.88,97.87462686567164,1,534764,665,"IC Iron Condor 1:45 entry Vix 14 and SMA",7.12,0,3.226,7,15.77,15.73,3.54,18.59,100,-47.76
"2025-07-10","10:41:00",6268.58,"1 Jul 10 6270 C BTO 7.70 | 1 Jul 10 6340 C BTO 0.10 | 2 Jul 10 6305 C STO 0.40",-710,6280.46,"2025-07-10","16:00:00",-1046,"Expired",328.88,46.32112676056338,1,535092.88,710,"ORB 70/35 3% Monday-Friday No SL",7.12,0,0.103,0.01,15.84,15.73,3.54,1.78,169.01,-14.79
"2025-07-10","09:32:00",6261.31,"1 Jul 10 6255 P BTO 7.85 | 1 Jul 10 6270 C BTO 6.35 | 1 Jul 10 6240 P STO 3.80 | 1 Jul 10 6285 C STO 2.30",-820,6280.46,"2025-07-10","16:00:00",-1046,"Expired",218.88,26.69268292682927,1,535311.76,820,"h 15:32Mark RIC d40/40 w15",7.12,0,0.43,0.01,15.93,15.73,3.54,-5.49,68.9,-28.66
"2025-07-09","10:05:00",6262.68,"4 Jul 9 6190 P BTO 0.55",-110,6263.26,"2025-07-09","16:00:00",0,"Expired",-226.8,-103.0909090909091,2,534838.84,220,"h 16:05//Put Lottery ticket- sma200 abv - Vix max 20- VIX max move up 1% - Move up - 1$ - MULTI - V2",6.8,0,0,0,16.09,15.9,17.81,19.35,200,-100
"2025-07-09","09:32:00",6253.77,"1 Jul 9 6245 P BTO 6.60 | 1 Jul 9 6260 C BTO 7.30 | 1 Jul 9 6230 P STO 3.10 | 1 Jul 9 6275 C STO 2.55",-835,6263.26,"2025-07-09","16:00:00",-326,"Expired",-516.12,-61.81077844311377,1,534322.72,835,"h 15:32Mark RIC d40/40 w15",7.12,0,0.406,0.036,15.98,15.9,17.81,10.44,22.16,-86.83
"2025-07-08","12:26:00",6238.9,"1 Jul 8 6240 C BTO 7.35 | 1 Jul 8 6310 C BTO 0.10 | 2 Jul 8 6275 C STO 0.30",-695,6226.77,"2025-07-08","13:11:00",-180,"Stop Loss",-525.24,-75.57410071942446,1,536398.76,695,"ORB 70/35 3% Monday-Friday No SL",7.12,3.12,0.081,0.082,16.58,16.85,4.05,4.87,20.14,-72.66
"2025-07-08","09:32:00",6230.92,"1 Jul 8 6225 P BTO 8.60 | 1 Jul 8 6240 C BTO 7.10 | 1 Jul 8 6210 P STO 4.30 | 1 Jul 8 6255 C STO 2.70",-880,6225.52,"2025-07-08","16:00:00",0,"Expired",-887.12,-100.80909090909091,1,535511.64,880,"h 15:32Mark RIC d40/40 w15",7.12,0,0.446,0.667,17.12,16.87,4.05,-3.11,1.7,-100
"2025-07-07","14:30:00",6201.65,"1 Jul 9 6125 P STO 8.40 | 1 Jul 9 6250 C STO 10.70 | 1 Jul 11 6125 P BTO 17.15 | 1 Jul 11 6250 C BTO 21.35",-1941,6266.35,"2025-07-09","09:47:00",-1499,"Below Delta",-446,-22.977846470891294,1,535065.64,1941,"CALENDAR 2/4 21:05 - LUN",4,0,0.496,0.589,18.43,15.99,-20.31,-57.39,5.87,-22.72
"2025-07-07","11:00:00",6243.69,"1 Jul 7 6240 P STO 7.55 | 1 Jul 7 6255 C STO 4.15 | 1 Jul 7 6215 P BTO 2.25 | 1 Jul 7 6275 C BTO 0.75",860,6229.98,"2025-07-07","16:00:00",1002,"Expired",-149.12,-17.33953488372093,1,536924,1640,"h 17:00 17:30 IC -LUN-MAR-VEN",7.12,0,3.9,96,17.76,17.73,-20.31,-15.35,9.3,-166.28
"2025-07-03","10:15:00",6269.86,"1 Jul 3 6270 C BTO 7.00 | 1 Jul 3 6340 C BTO 0.05 | 2 Jul 3 6305 C STO 0.30",-655,6279.35,"2025-07-03","13:00:00",-935,"Expired",272.88,41.66106870229008,1,536340.24,655,"ORB 70/35 3% Monday-Friday No SL",7.12,0,0.085,0.012,16.43,16.33,19.04,23.4,117.56,-22.9
"2025-07-03","09:32:00",6252.17,"1 Jul 3 6245 P BTO 6.10 | 1 Jul 3 6260 C BTO 5.65 | 1 Jul 3 6230 P STO 2.75 | 1 Jul 3 6275 C STO 1.50",-760,6279.35,"2025-07-03","13:00:00",-1500,"Expired",732.88,96.43157894736842,1,537073.12,760,"h 15:32Mark RIC d40/40 w15",7.12,0,0.362,0.152,16.16,16.33,19.04,5.71,97.37,-1.32
"2025-07-02","14:15:00",6218.23,"2 Jul 2 6210 P STO 1.90 | 2 Jul 2 6205 P BTO 1.20",60,6227.42,"2025-07-02","16:00:00",0,"Expired",113.4,94.5,2,534669.28,880,"h 19:15 & 20:15 Bull Put w5 - Sma5 abv - Move up 0.3%- Lun No",6.6,0,1.583,1,16.69,16.62,-4.13,24.35,100,-25
"2025-07-02","13:45:00",6216.39,"1 Jul 2 6210 P STO 2.95 | 1 Jul 2 6225 C STO 1.70 | 1 Jul 2 6200 P BTO 1.40 | 1 Jul 2 6235 C BTO 0.45",270,6227.42,"2025-07-02","16:00:00",242,"Expired",20.88,7.7333333333333325,1,534372.48,730,"IC Iron Condor 1:45 entry Vix 14 and SMA",7.12,0,2.514,21.5,16.71,16.62,-4.13,22.51,68.52,-3.7
"2025-07-02","13:15:00",6217.07,"2 Jul 2 6210 P STO 3.45 | 2 Jul 2 6205 P BTO 2.40",95,6227.42,"2025-07-02","16:00:00",0,"Expired",183.4,96.52631578947368,2,534555.88,810,"h 19:15 & 20:15 Bull Put w5 - Sma5 abv - Move up 0.3%- Lun No",6.6,0,1.438,1,16.73,16.62,-4.13,23.19,100,-26.32
"2025-07-02","10:15:00",6202.86,"1 Jul 2 6205 C BTO 7.00 | 1 Jul 2 6275 C BTO 0.10 | 2 Jul 2 6240 C STO 0.45",-630,6227.42,"2025-07-02","16:00:00",-2242,"Expired",1604.88,254.74285714285716,1,536274.16,630,"ORB 70/35 3% Monday-Friday No SL",7.12,0,0.127,0.005,17.02,16.62,-4.13,8.98,255.87,-7.14
"2025-07-02","10:05:00",6200.73,"4 Jul 2 6135 P BTO 0.50",-100,6227.42,"2025-07-02","16:00:00",0,"Expired",-206.8,-103.4,2,536067.36,200,"h 16:05//Put Lottery ticket- sma200 abv - Vix max 20- VIX max move up 1% - Move up - 1$ - MULTI - V2",6.8,0,0,0,17.08,16.62,-4.13,6.85,10,-100
"2025-07-01","13:45:00",6205.3,"1 Jul 1 6200 P STO 3.45 | 1 Jul 1 6215 C STO 2.25 | 1 Jul 1 6190 P BTO 1.40 | 1 Jul 1 6225 C BTO 0.75",345,6198.01,"2025-07-01","16:00:00",199,"Expired",138.88,40.255072463768116,1,533225.72,655,"IC Iron Condor 1:45 entry Vix 14 and SMA",7.12,0,2.651,21,16.7,16.71,-17.7,18.05,86.96,-63.77
"2025-07-01","11:11:00",6180.49,"1 Jul 1 6180 P STO 9.30 | 1 Jul 1 6195 C STO 4.10 | 1 Jul 1 6155 P BTO 2.80 | 1 Jul 1 6215 C BTO 0.75",975,6198.01,"2025-07-01","16:00:00",301,"Expired",666.88,68.39794871794872,1,533892.6,1525,"h 17:00 17:30 IC -LUN-MAR-VEN",7.12,0,3.775,31.5,17.1,16.71,-17.7,-6.76,69.13,-36.41
"2025-07-01","10:16:00",6202.67,"1 Jul 1 6205 C BTO 8.45 | 1 Jul 1 6275 C BTO 0.10 | 2 Jul 1 6240 C STO 0.65",-735,6186.13,"2025-07-01","10:46:00",-200,"Stop Loss",-545.24,-74.18231292517007,1,533086.84,735,"ORB 70/35 3% Monday-Friday No SL",7.12,3.12,0.152,0.16,16.8,17.04,-17.7,15.42,0,-71.43
"2025-06-30","14:30:00",6183.42,"1 Jul 2 6125 P STO 6.15 | 1 Jul 2 6225 C STO 7.25 | 1 Jul 7 6125 P BTO 17.20 | 1 Jul 7 6225 C BTO 21.40",-2521,6221.79,"2025-07-02","14:45:00",-2984,"Exited at Specified Time",459,18.2070606902023,1,534351.6,2521,"CALENDAR 2/4 21:05 - LUN",4,0,0.347,0.073,16.99,16.64,20.29,-9.94,18.41,-2.62
